층,A,관계,B,방향,조건,조건극성,부호,무게,등급,표본,출처수,교차확인,왜,사슬,근거,대주제A,대주제B,간선id
"L2밀착","대운수","밀착","천간(총칭)","양방향","","","","0.35","약","7","4","","발현만","대운수 ─적용→ 원국·명식 · 투간·투출 ─적용→ 원국·명식 · 투간·투출 ─귀결→ 천간(총칭)","같은 문단 7회 · 우연 대비 1.9배 · 서로 다른 출처 4곳","S10 대운·세운·운해석","S14 기본 골격어","N-970effbd"
"L2밀착","대운수","밀착","지지(총칭)","양방향","","","","0.35","약","18","7","","발현만","대운수 ─적용→ 원국·명식 · 원국·명식 ─구성→ 연주 · 연주 ─육친→ 부모 · 지지(총칭) ─발현→ 부모","같은 문단 18회 · 우연 대비 1.7배 · 서로 다른 출처 7곳","S10 대운·세운·운해석","S14 기본 골격어","N-741b828f"
"L2밀착","대운수","밀착","무토(戊)","양방향","","","","0.35","약","10","4","","분류경로","대운수 ─적용→ 원국·명식 · 오행(총칭) ─적용→ 원국·명식 · 오행(총칭) ─롤업→ 토(土) · 무토(戊) ─소속→ 토(土)","같은 문단 10회 · 우연 대비 1.7배 · 서로 다른 출처 4곳","S10 대운·세운·운해석","S02 천간","N-c1088e31"
"L2밀착","대운수","밀착","용신(총칭)","양방향","","","","0.35","약","5","3","","분류경로","대운수 ─적용→ 원국·명식 · 원국·명식 ─구성→ 일주 · 통변 순서 ─산출→ 일주 · 통변 순서 ─산출→ 용신(총칭)","같은 문단 5회 · 우연 대비 1.7배 · 서로 다른 출처 3곳","S10 대운·세운·운해석","S14 기본 골격어","N-fbc38015"
"L2밀착","도화","밀착","파","양방향","","","","0.35","약","13","6","","분류경로","도화 ─산출→ 자수(子) · 파 ─구성→ 자수(子)","같은 문단 13회 · 우연 대비 2.5배 · 서로 다른 출처 6곳","S06 신살","S04 합충형파해","N-90d94b7c"
"L2밀착","도화","밀착","해","양방향","","","","0.35","약","7","5","","분류경로","도화 ─산출→ 자수(子) · 해 ─구성→ 자수(子)","같은 문단 7회 · 우연 대비 3.6배 · 서로 다른 출처 5곳","S06 신살","S04 합충형파해","N-277e3d9f"
"L2밀착","도화","밀착","만세력·시간보정","양방향","","","","0.35","약","25","7","","분류경로","도화 ─산출→ 자수(子) · 자수(子) ─산출→ 만세력·시간보정","같은 문단 25회 · 우연 대비 2.4배 · 서로 다른 출처 7곳","S06 신살","S14 기본 골격어","N-1b569fc8"
"L2밀착","도화","밀착","제왕","양방향","","","","0.35","약","15","9","","분류경로","도화 ─산출→ 자수(子) · 제왕 ─산출→ 자수(子)","같은 문단 15회 · 우연 대비 2.2배 · 서로 다른 출처 9곳","S06 신살","S07 십이운성","N-82b5313f"
"L2밀착","도화","밀착","연해자평","양방향","","","","0.35","약","5","3","","낭설후보","","같은 문단 5회 · 우연 대비 2.1배 · 서로 다른 출처 3곳","S06 신살","S12 역사·이론사·인물","N-5d23979d"
"L2밀착","도화","밀착","장성살","양방향","","","","0.35","약","7","7","","분류경로","도화 ─산출→ 자수(子) · 장성살 ─산출→ 자수(子)","같은 문단 7회 · 우연 대비 11.7배 · 서로 다른 출처 7곳","S06 신살","S06 신살","N-7cac3066"
"L2밀착","도화","밀착","현침살","양방향","","","","0.35","약","6","4","","분류경로","도화 ─산출→ 자수(子) · 현침살 ─산출→ 자수(子)","같은 문단 6회 · 우연 대비 9.6배 · 서로 다른 출처 4곳","S06 신살","S06 신살","N-bc8f728e"
"L2밀착","도화","밀착","월지","양방향","","","","0.35","약","93","14","","분류경로","도화 ─산출→ 자수(子) · 병·사 ─산출→ 자수(子) · 월지 ─산출→ 병·사","같은 문단 93회 · 우연 대비 2.4배 · 서로 다른 출처 14곳","S06 신살","S13 자리(궁위)·원국 구조","N-8d0d0130"
"L2밀착","도화","밀착","라포·공감","양방향","","","","0.35","약","18","9","","낭설후보","","같은 문단 18회 · 우연 대비 2.3배 · 서로 다른 출처 9곳","S06 신살","S11 상담론·화법·윤리","N-4649076b"
"L2밀착","도화","밀착","해수(亥)","양방향","","","","0.35","약","80","14","","작용까지","도화 ─산출→ 자수(子) · 자수(子) ─비화→ 해수(亥)","같은 문단 80회 · 우연 대비 2.1배 · 서로 다른 출처 14곳","S06 신살","S03 지지·지장간","N-a8b40c36"
"L2밀착","도화","밀착","물상","양방향","","","","0.35","약","25","6","","낭설후보","","같은 문단 25회 · 우연 대비 2.0배 · 서로 다른 출처 6곳","S06 신살","S13 자리(궁위)·원국 구조","N-6c3d1989"
"L2밀착","도화","밀착","정재","양방향","","","","0.35","약","17","6","","발현만","도화 ─발현→ 관계·결혼 · 재성 일반 ─발현→ 관계·결혼 · 재성 일반 ─롤업→ 정재","같은 문단 17회 · 우연 대비 2.0배 · 서로 다른 출처 6곳","S06 신살","S05 십성·육친","N-69346eb4"
"L2밀착","도화","밀착","행동·환경 개운","양방향","","","","0.35","약","5","4","","낭설후보","","같은 문단 5회 · 우연 대비 1.9배 · 서로 다른 출처 4곳","S06 신살","S11 상담론·화법·윤리","N-37a71e10"
"L2밀착","도화","밀착","좋다·나쁘다 배격","양방향","","","","0.35","약","12","8","","낭설후보","","같은 문단 12회 · 우연 대비 1.9배 · 서로 다른 출처 8곳","S06 신살","S11 상담론·화법·윤리","N-024d8cc3"
"L2밀착","도화","밀착","삼합","양방향","","","","0.35","약","59","13","","분류경로","도화 ─산출→ 자수(子) · 삼합 ─구성→ 자수(子)","같은 문단 59회 · 우연 대비 1.9배 · 서로 다른 출처 13곳","S06 신살","S04 합충형파해","N-a9ba055f"
"L2밀착","득령·득지·득세","밀착","십이운성 자체","양방향","","","","0.35","약","6","4","","분류경로","득령·득지·득세 ─절차→ 원국·명식 · 십이운성 자체 ─적용→ 원국·명식","같은 문단 6회 · 우연 대비 2.2배 · 서로 다른 출처 4곳","S08 강약·격국·구조","S07 십이운성","N-4f41d447"
"L2밀착","득령·득지·득세","밀착","육합","양방향","","","","0.35","약","6","5","","분류경로","득령·득지·득세 ─절차→ 원국·명식 · 육합 ─적용→ 원국·명식","같은 문단 6회 · 우연 대비 2.0배 · 서로 다른 출처 5곳","S08 강약·격국·구조","S04 합충형파해","N-1d7ad980"
"L2밀착","득령·득지·득세","밀착","정인","양방향","","","","0.35","약","31","11","","분류경로","득령·득지·득세 ─절차→ 월지 · 통변 순서 ─산출→ 월지 · 통변 순서 ─산출→ 십성(총칭) · 십성(총칭) ─롤업→ 정인","같은 문단 31회 · 우연 대비 2.4배 · 서로 다른 출처 11곳","S08 강약·격국·구조","S05 십성·육친","N-c9f8b88d"
"L2밀착","득령·득지·득세","밀착","사화(巳)","양방향","","","","0.35","약","20","8","","분류경로","득령·득지·득세 ─산출→ 절·태·양 · 절·태·양 ─산출→ 사화(巳)","같은 문단 20회 · 우연 대비 2.4배 · 서로 다른 출처 8곳","S08 강약·격국·구조","S03 지지·지장간","N-ba3e67fc"
"L2밀착","득령·득지·득세","밀착","천간(총칭)","양방향","","","","0.35","약","31","10","","발현만","득령·득지·득세 ─절차→ 월지 · 월지 ─발현→ 부모 · 천간(총칭) ─발현→ 부모","같은 문단 31회 · 우연 대비 2.4배 · 서로 다른 출처 10곳","S08 강약·격국·구조","S14 기본 골격어","N-b2bbf4fe"
"L2밀착","득령·득지·득세","밀착","운의 유불리","양방향","","","","0.35","약","5","2","","분류경로","득령·득지·득세 ─산출→ 신강 · 대운 ─적용→ 신강 · 운의 유불리 ─적용→ 대운","같은 문단 5회 · 우연 대비 7.0배 · 서로 다른 출처 2곳","S08 강약·격국·구조","S10 대운·세운·운해석","N-97120415"
"L2밀착","득령·득지·득세","밀착","지장간","양방향","","","","0.35","약","31","8","","분류경로","득령·득지·득세 ─절차→ 월지 · 통변 순서 ─산출→ 월지 · 통변 순서 ─산출→ 지장간","같은 문단 31회 · 우연 대비 2.2배 · 서로 다른 출처 8곳","S08 강약·격국·구조","S03 지지·지장간","N-06e2d8e3"
"L2밀착","득령·득지·득세","밀착","편재","양방향","","","","0.35","약","11","5","","발현만","득령·득지·득세 ─절차→ 월지 · 월지 ─발현→ 부모 · 편재 ─육친→ 부모","같은 문단 11회 · 우연 대비 2.2배 · 서로 다른 출처 5곳","S08 강약·격국·구조","S05 십성·육친","N-b338bcfb"
"L2밀착","득령·득지·득세","밀착","신금(辛)","양방향","","","","0.35","약","50","10","","분류경로","득령·득지·득세 ─절차→ 원국·명식 · 천덕·월덕 ─적용→ 원국·명식 · 천덕·월덕 ─산출→ 신금(辛)","같은 문단 50회 · 우연 대비 2.1배 · 서로 다른 출처 10곳","S08 강약·격국·구조","S02 천간","N-6113036c"
"L2밀착","득령·득지·득세","밀착","병화(丙)","양방향","","","","0.35","약","52","10","","발현만","득령·득지·득세 ─절차→ 일지 · 일지 ─육친→ 배우자 · 병화(丙) ─발현→ 배우자","같은 문단 52회 · 우연 대비 2.0배 · 서로 다른 출처 10곳","S08 강약·격국·구조","S02 천간","N-cb115492"
"L2밀착","득령·득지·득세","밀착","미토(未)","양방향","","","","0.35","약","16","6","","분류경로","득령·득지·득세 ─산출→ 절·태·양 · 절·태·양 ─산출→ 미토(未)","같은 문단 16회 · 우연 대비 2.0배 · 서로 다른 출처 6곳","S08 강약·격국·구조","S03 지지·지장간","N-5f1cb20c"
"L2밀착","득령·득지·득세","밀착","임수(壬)","양방향","","","","0.35","약","43","10","","분류경로","득령·득지·득세 ─절차→ 원국·명식 · 천덕·월덕 ─적용→ 원국·명식 · 천덕·월덕 ─산출→ 임수(壬)","같은 문단 43회 · 우연 대비 1.9배 · 서로 다른 출처 10곳","S08 강약·격국·구조","S02 천간","N-01d0958b"
"L2밀착","득령·득지·득세","밀착","술토(戌)","양방향","","","","0.35","약","13","6","","분류경로","득령·득지·득세 ─산출→ 절·태·양 · 절·태·양 ─산출→ 술토(戌)","같은 문단 13회 · 우연 대비 1.9배 · 서로 다른 출처 6곳","S08 강약·격국·구조","S03 지지·지장간","N-19c40da0"
"L2밀착","득령·득지·득세","밀착","신금(申)","양방향","","","","0.35","약","12","5","","분류경로","득령·득지·득세 ─산출→ 절·태·양 · 절·태·양 ─산출→ 신금(申)","같은 문단 12회 · 우연 대비 1.9배 · 서로 다른 출처 5곳","S08 강약·격국·구조","S03 지지·지장간","N-8f7cff59"
"L2밀착","라포·공감","밀착","쇠","양방향","","","","0.35","약","7","3","","낭설후보","","같은 문단 7회 · 우연 대비 2.3배 · 서로 다른 출처 3곳","S11 상담론·화법·윤리","S07 십이운성","N-b5e2ec21"
"L2밀착","라포·공감","밀착","해","양방향","","","","0.35","약","5","2","","낭설후보","","같은 문단 5회 · 우연 대비 2.7배 · 서로 다른 출처 2곳","S11 상담론·화법·윤리","S04 합충형파해","N-d92a3b1f"
"L2밀착","라포·공감","밀착","병존","양방향","","","","0.35","약","10","3","","낭설후보","","같은 문단 10회 · 우연 대비 2.2배 · 서로 다른 출처 3곳","S11 상담론·화법·윤리","S02 천간","N-273871a8"
"L2밀착","라포·공감","밀착","장부·증상","양방향","","","","0.35","약","31","7","","낭설후보","","같은 문단 31회 · 우연 대비 2.3배 · 서로 다른 출처 7곳","S11 상담론·화법·윤리","S15 발현·결과","N-1f13023a"
"L2밀착","라포·공감","밀착","좋다·나쁘다 배격","양방향","","","","0.35","약","14","6","","낭설후보","","같은 문단 14회 · 우연 대비 2.4배 · 서로 다른 출처 6곳","S11 상담론·화법·윤리","S11 상담론·화법·윤리","N-e02dd24e"
"L2밀착","라포·공감","밀착","한난조습","양방향","","","","0.35","약","7","5","","낭설후보","","같은 문단 7회 · 우연 대비 3.1배 · 서로 다른 출처 5곳","S11 상담론·화법·윤리","S09 용신","N-ae981bd5"
"L2밀착","라포·공감","밀착","색·방위 개운","양방향","","","","0.35","약","7","5","","낭설후보","","같은 문단 7회 · 우연 대비 2.6배 · 서로 다른 출처 5곳","S11 상담론·화법·윤리","S11 상담론·화법·윤리","N-aa015bac"
"L2밀착","라포·공감","밀착","행동·환경 개운","양방향","","","","0.35","약","6","3","","낭설후보","","같은 문단 6회 · 우연 대비 2.4배 · 서로 다른 출처 3곳","S11 상담론·화법·윤리","S11 상담론·화법·윤리","N-2efa1e09"
"L2밀착","라포·공감","밀착","절·태·양","양방향","","","","0.35","약","8","6","","낭설후보","","같은 문단 8회 · 우연 대비 2.2배 · 서로 다른 출처 6곳","S11 상담론·화법·윤리","S07 십이운성","N-9b4fb383"
"L2밀착","라포·공감","밀착","직업·직무","양방향","","","","0.35","약","85","12","","낭설후보","","같은 문단 85회 · 우연 대비 1.9배 · 서로 다른 출처 12곳","S11 상담론·화법·윤리","S15 발현·결과","N-521e2a8b"
"L2밀착","라포·공감","밀착","학업·시험","양방향","","","","0.35","약","32","10","","낭설후보","","같은 문단 32회 · 우연 대비 1.9배 · 서로 다른 출처 10곳","S11 상담론·화법·윤리","S15 발현·결과","N-339a7ada"
"L2밀착","라포·공감","밀착","시지","양방향","","","","0.35","약","41","10","","낭설후보","","같은 문단 41회 · 우연 대비 1.7배 · 서로 다른 출처 10곳","S11 상담론·화법·윤리","S13 자리(궁위)·원국 구조","N-fcd9c08e"
"L2밀착","만세력·시간보정","밀착","목(木)","양방향","","","","0.35","약","56","9","","분류경로","인목(寅) ─산출→ 만세력·시간보정 · 인목(寅) ─소속→ 목(木)","같은 문단 56회 · 우연 대비 2.4배 · 서로 다른 출처 9곳","S14 기본 골격어","S01 음양·오행","N-82862594"
"L2밀착","만세력·시간보정","밀착","일간","양방향","","","","0.35","약","225","14","","분류경로","자수(子) ─산출→ 만세력·시간보정 · 지장간 ─구성→ 자수(子) · 통변 순서 ─산출→ 지장간 · 통변 순서 ─산출→ 일간","같은 문단 225회 · 우연 대비 2.4배 · 서로 다른 출처 14곳","S14 기본 골격어","S13 자리(궁위)·원국 구조","N-f5948a81"
"L2밀착","만세력·시간보정","밀착","적천수 천간론","양방향","","","","0.35","약","8","4","","낭설후보","","같은 문단 8회 · 우연 대비 2.3배 · 서로 다른 출처 4곳","S14 기본 골격어","S02 천간","N-26f1775d"
"L2밀착","만세력·시간보정","밀착","적천수(천미)","양방향","","","","0.35","약","8","4","","낭설후보","","같은 문단 8회 · 우연 대비 2.3배 · 서로 다른 출처 4곳","S14 기본 골격어","S12 역사·이론사·인물","N-1f73cef5"
"L2밀착","만세력·시간보정","밀착","원국·명식","양방향","","","","0.35","약","328","15","","분류경로","자수(子) ─산출→ 만세력·시간보정 · 육합 ─구성→ 자수(子) · 육합 ─적용→ 원국·명식","같은 문단 328회 · 우연 대비 2.2배 · 서로 다른 출처 15곳","S14 기본 골격어","S13 자리(궁위)·원국 구조","N-8fa134bc"
"L2밀착","만세력·시간보정","밀착","월간","양방향","","","","0.35","약","39","13","","낭설후보","","같은 문단 39회 · 우연 대비 2.4배 · 서로 다른 출처 13곳","S14 기본 골격어","S13 자리(궁위)·원국 구조","N-6b284cea"
"L2밀착","만세력·시간보정","밀착","병존","양방향","","","","0.35","약","15","4","","분류경로","자수(子) ─산출→ 만세력·시간보정 · 지지(총칭) ─롤업→ 자수(子) · 병존 ─구성→ 지지(총칭)","같은 문단 15회 · 우연 대비 2.4배 · 서로 다른 출처 4곳","S14 기본 골격어","S02 천간","N-8e701515"
"L2밀착","만세력·시간보정","밀착","자평명리 성립","양방향","","","","0.35","약","8","4","","낭설후보","","같은 문단 8회 · 우연 대비 2.2배 · 서로 다른 출처 4곳","S14 기본 골격어","S12 역사·이론사·인물","N-2a98803f"
"L2밀착","만세력·시간보정","밀착","인시일수론","양방향","","","","0.35","약","5","1","","낭설후보","","같은 문단 5회 · 우연 대비 13.1배 · 서로 다른 출처 1곳","S14 기본 골격어","S12 역사·이론사·인물","N-f1c4ca66"
"L2밀착","만세력·시간보정","밀착","망신살","양방향","","","","0.35","약","6","4","","분류경로","인목(寅) ─산출→ 만세력·시간보정 · 망신살 ─산출→ 인목(寅)","같은 문단 6회 · 우연 대비 4.2배 · 서로 다른 출처 4곳","S14 기본 골격어","S06 신살","N-3942397e"
"L2밀착","만세력·시간보정","밀착","연지","양방향","","","","0.35","약","36","12","","발현만","술토(戌) ─산출→ 만세력·시간보정 · 술토(戌) ─발현→ 관계·결혼 · 연지 ─발현→ 관계·결혼","같은 문단 36회 · 우연 대비 2.3배 · 서로 다른 출처 12곳","S14 기본 골격어","S13 자리(궁위)·원국 구조","N-7c77397d"
"L2밀착","만세력·시간보정","밀착","세운(연운)","양방향","","","","0.35","약","65","11","","분류경로","절기 ─산출→ 만세력·시간보정 · 월운 ─산출→ 절기 · 세운(연운) ─구성→ 월운","같은 문단 65회 · 우연 대비 2.2배 · 서로 다른 출처 11곳","S14 기본 골격어","S10 대운·세운·운해석","N-35b72673"
"L2밀착","만세력·시간보정","밀착","쇠","양방향","","","","0.35","약","9","5","","분류경로","축토(丑) ─산출→ 만세력·시간보정 · 쇠 ─산출→ 축토(丑)","같은 문단 9회 · 우연 대비 2.2배 · 서로 다른 출처 5곳","S14 기본 골격어","S07 십이운성","N-5731a3dd"
"L2밀착","만세력·시간보정","밀착","운 리딩 문법","양방향","","","","0.35","약","9","3","","분류경로","절기 ─산출→ 만세력·시간보정 · 월운 ─산출→ 절기 · 운의 유불리 ─적용→ 월운 · 운 리딩 문법 ─구성→ 운의 유불리","같은 문단 9회 · 우연 대비 2.2배 · 서로 다른 출처 3곳","S14 기본 골격어","S10 대운·세운·운해석","N-686ca6dd"
"L2밀착","만세력·시간보정","밀착","일지","양방향","","","","0.35","약","114","15","","발현만","인목(寅) ─산출→ 만세력·시간보정 · 인목(寅) ─발현→ 배우자 · 일지 ─육친→ 배우자","같은 문단 114회 · 우연 대비 2.1배 · 서로 다른 출처 15곳","S14 기본 골격어","S13 자리(궁위)·원국 구조","N-f0219e2b"
"L2밀착","만세력·시간보정","밀착","운의 유불리","양방향","","","","0.35","약","5","3","","분류경로","절기 ─산출→ 만세력·시간보정 · 월운 ─산출→ 절기 · 운의 유불리 ─적용→ 월운","같은 문단 5회 · 우연 대비 2.0배 · 서로 다른 출처 3곳","S14 기본 골격어","S10 대운·세운·운해석","N-4d7bf49d"
"L2밀착","만세력·시간보정","밀착","초명","양방향","","","","0.35","약","13","2","","낭설후보","","같은 문단 13회 · 우연 대비 1.9배 · 서로 다른 출처 2곳","S14 기본 골격어","S12 역사·이론사·인물","N-58d999a4"
"L2밀착","만세력·시간보정","밀착","연해자평","양방향","","","","0.35","약","6","4","","낭설후보","","같은 문단 6회 · 우연 대비 1.9배 · 서로 다른 출처 4곳","S14 기본 골격어","S12 역사·이론사·인물","N-45db6a29"
"L2밀착","만세력·시간보정","밀착","화개","양방향","","","","0.35","약","8","4","","분류경로","축토(丑) ─산출→ 만세력·시간보정 · 화개 ─산출→ 축토(丑)","같은 문단 8회 · 우연 대비 1.9배 · 서로 다른 출처 4곳","S14 기본 골격어","S06 신살","N-834d2255"
"L2밀착","망신살","밀착","배우자","양방향","","","","0.35","약","18","7","","발현만","망신살 ─산출→ 인목(寅) · 인목(寅) ─발현→ 배우자","같은 문단 18회 · 우연 대비 2.4배 · 서로 다른 출처 7곳","S06 신살","S05 십성·육친","N-7b5832d3"
"L2밀착","망신살","밀착","제살·합살","양방향","","","","0.35","약","6","3","","분류경로","망신살 ─산출→ 인목(寅) · 인목(寅) ─소속→ 목(木) · 상극 ─구성→ 목(木) · 상극 ─적용→ 제살·합살","같은 문단 6회 · 우연 대비 9.3배 · 서로 다른 출처 3곳","S06 신살","S05 십성·육친","N-ac915e67"
"L2밀착","망신살","밀착","장성살","양방향","","","","0.35","약","7","6","","작용까지","망신살 ─산출→ 인목(寅) · 자수(子) ─생→ 인목(寅) · 장성살 ─산출→ 자수(子)","같은 문단 7회 · 우연 대비 85.0배 · 서로 다른 출처 6곳","S06 신살","S06 신살","N-87cc4384"
"L2밀착","망신살","밀착","월주","양방향","","","","0.35","약","5","5","","분류경로","망신살 ─산출→ 인목(寅) · 육합 ─구성→ 인목(寅) · 육합 ─적용→ 원국·명식 · 원국·명식 ─구성→ 월주","같은 문단 5회 · 우연 대비 2.0배 · 서로 다른 출처 5곳","S06 신살","S13 자리(궁위)·원국 구조","N-7d6a7e0b"
"L2밀착","망신살","밀착","상관","양방향","","","","0.35","약","18","8","","발현만","망신살 ─산출→ 인목(寅) · 인목(寅) ─발현→ 배우자 · 상관 ─발현→ 배우자","같은 문단 18회 · 우연 대비 1.9배 · 서로 다른 출처 8곳","S06 신살","S05 십성·육친","N-6e657dc8"
"L2밀착","망신살","밀착","일주","양방향","","","","0.35","약","16","6","","분류경로","망신살 ─산출→ 인목(寅) · 간여지동 ─산출→ 인목(寅) · 간여지동 ─적용→ 일주","같은 문단 16회 · 우연 대비 1.6배 · 서로 다른 출처 6곳","S06 신살","S13 자리(궁위)·원국 구조","N-8e932b66"
"L2밀착","망신살","밀착","정관","양방향","","","","0.35","약","9","4","","인과닫힘","망신살 ─산출→ 인목(寅) · 자수(子) ─생→ 인목(寅) · 자수(子) ─발현→ 건강·질병 · 정관 ─발현→ 건강·질병","같은 문단 9회 · 우연 대비 1.6배 · 서로 다른 출처 4곳","S06 신살","S05 십성·육친","N-1f50438d"
"L2밀착","명리약언","밀착","일간","양방향","","","","0.35","약","7","2","","낭설후보","","같은 문단 7회 · 우연 대비 2.7배 · 서로 다른 출처 2곳","S12 역사·이론사·인물","S13 자리(궁위)·원국 구조","N-2dbed5ca"
"L2밀착","명리약언","밀착","억부용신","양방향","","","","0.35","약","6","3","","낭설후보","","같은 문단 6회 · 우연 대비 30.2배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S09 용신","N-e77159da"
"L2밀착","명리약언","밀착","십성(총칭)","양방향","","","","0.35","약","5","1","","낭설후보","","같은 문단 5회 · 우연 대비 3.1배 · 서로 다른 출처 1곳","S12 역사·이론사·인물","S14 기본 골격어","N-64d65e04"
"L2밀착","명리약언","밀착","재성 일반","양방향","","","","0.35","약","5","1","","낭설후보","","같은 문단 5회 · 우연 대비 2.3배 · 서로 다른 출처 1곳","S12 역사·이론사·인물","S05 십성·육친","N-3e0c7387"
"L2밀착","명리약언","밀착","십이운성 자체","양방향","","","","0.35","약","5","3","","낭설후보","","같은 문단 5회 · 우연 대비 18.9배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S07 십이운성","N-3d029511"
"L2밀착","명리약언","밀착","정인","양방향","","","","0.35","약","5","1","","낭설후보","","같은 문단 5회 · 우연 대비 3.9배 · 서로 다른 출처 1곳","S12 역사·이론사·인물","S05 십성·육친","N-9bf5c061"
"L2밀착","명리약언","밀착","해수(亥)","양방향","","","","0.35","약","5","1","","낭설후보","","같은 문단 5회 · 우연 대비 3.6배 · 서로 다른 출처 1곳","S12 역사·이론사·인물","S03 지지·지장간","N-34593dcf"
"L2밀착","명리약언","밀착","자평명리 성립","양방향","","","","0.35","약","5","2","","낭설후보","","같은 문단 5회 · 우연 대비 48.6배 · 서로 다른 출처 2곳","S12 역사·이론사·인물","S12 역사·이론사·인물","N-843a9a21"
"L2밀착","명리약언","밀착","심효첨","양방향","","","","0.35","약","6","3","","낭설후보","","같은 문단 6회 · 우연 대비 762.3배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S12 역사·이론사·인물","N-26dadbb0"
"L2밀착","명리약언","밀착","삼명통회","양방향","","","","0.35","약","6","3","","낭설후보","","같은 문단 6회 · 우연 대비 216.0배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S12 역사·이론사·인물","N-45b408e4"
"L2밀착","명리약언","밀착","임철초","양방향","","","","0.35","약","5","3","","낭설후보","","같은 문단 5회 · 우연 대비 95.6배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S12 역사·이론사·인물","N-5d36e900"
"L2밀착","명리약언","밀착","지지(총칭)","양방향","","","","0.35","약","7","2","","낭설후보","","같은 문단 7회 · 우연 대비 2.1배 · 서로 다른 출처 2곳","S12 역사·이론사·인물","S14 기본 골격어","N-0f110e2b"
"L2밀착","명리약언","밀착","오행(총칭)","양방향","","","","0.35","약","5","2","","낭설후보","","같은 문단 5회 · 우연 대비 1.9배 · 서로 다른 출처 2곳","S12 역사·이론사·인물","S14 기본 골격어","N-7d232e3e"
"L2밀착","명리정종","밀착","월지","양방향","","","","0.35","약","5","3","","낭설후보","","같은 문단 5회 · 우연 대비 2.4배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S13 자리(궁위)·원국 구조","N-60b561f5"
"L2밀착","명리정종","밀착","용신(총칭)","양방향","","","","0.35","약","5","4","","낭설후보","","같은 문단 5회 · 우연 대비 3.5배 · 서로 다른 출처 4곳","S12 역사·이론사·인물","S14 기본 골격어","N-ce09abbe"
"L2밀착","명리정종","밀착","자평진전","양방향","","","","0.35","약","6","4","","낭설후보","","같은 문단 6회 · 우연 대비 86.8배 · 서로 다른 출처 4곳","S12 역사·이론사·인물","S12 역사·이론사·인물","N-909e6b20"
"L2밀착","명리정종","밀착","지장간","양방향","","","","0.35","약","6","6","","낭설후보","","같은 문단 6회 · 우연 대비 3.1배 · 서로 다른 출처 6곳","S12 역사·이론사·인물","S03 지지·지장간","N-23d6dd19"
"L2밀착","명리정종","밀착","천간(총칭)","양방향","","","","0.35","약","5","2","","낭설후보","","같은 문단 5회 · 우연 대비 2.8배 · 서로 다른 출처 2곳","S12 역사·이론사·인물","S14 기본 골격어","N-a217a79f"
"L2밀착","명리정종","밀착","무토(戊)","양방향","","","","0.35","약","6","5","","낭설후보","","같은 문단 6회 · 우연 대비 2.2배 · 서로 다른 출처 5곳","S12 역사·이론사·인물","S02 천간","N-0a5df814"
"L2밀착","명리정종","밀착","화(火)","양방향","","","","0.35","약","7","5","","낭설후보","","같은 문단 7회 · 우연 대비 3.6배 · 서로 다른 출처 5곳","S12 역사·이론사·인물","S01 음양·오행","N-d473fca6"
"L2밀착","명리정종","밀착","심효첨","양방향","","","","0.35","약","5","3","","낭설후보","","같은 문단 5회 · 우연 대비 442.7배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S12 역사·이론사·인물","N-506d0614"
"L2밀착","명리정종","밀착","병약용신","양방향","","","","0.35","약","5","4","","낭설후보","","같은 문단 5회 · 우연 대비 89.6배 · 서로 다른 출처 4곳","S12 역사·이론사·인물","S09 용신","N-ba2b009a"
"L2밀착","명리정종","밀착","지지(총칭)","양방향","","","","0.35","약","10","5","","낭설후보","","같은 문단 10회 · 우연 대비 2.1배 · 서로 다른 출처 5곳","S12 역사·이론사·인물","S14 기본 골격어","N-ce960395"
"L2밀착","명리정종","밀착","병화(丙)","양방향","","","","0.35","약","6","5","","낭설후보","","같은 문단 6회 · 우연 대비 1.7배 · 서로 다른 출처 5곳","S12 역사·이론사·인물","S02 천간","N-7777ed58"
"L2밀착","명리정종","밀착","정화(丁)","양방향","","","","0.35","약","5","5","","낭설후보","","같은 문단 5회 · 우연 대비 1.6배 · 서로 다른 출처 5곳","S12 역사·이론사·인물","S02 천간","N-a2b16252"
"L2밀착","명리정종","밀착","일간","양방향","","","","0.35","약","6","3","","낭설후보","","같은 문단 6회 · 우연 대비 1.6배 · 서로 다른 출처 3곳","S12 역사·이론사·인물","S13 자리(궁위)·원국 구조","N-33aa6be0"
"L2밀착","목(木)","밀착","천간충","양방향","","","","0.35","약","45","8","","분류경로","갑목(甲) ─소속→ 목(木) · 천간충 ─구성→ 갑목(甲)","같은 문단 45회 · 우연 대비 2.5배 · 서로 다른 출처 8곳","S01 음양·오행","S04 합충형파해","N-246822d2"
"L2밀착","목(木)","밀착","진토(辰)","양방향","","","","0.35","약","136","13","","분류경로","을목(乙) ─소속→ 목(木) · 진토(辰) ─지장간→ 을목(乙)","같은 문단 136회 · 우연 대비 2.5배 · 서로 다른 출처 13곳","S01 음양·오행","S03 지지·지장간","N-43a0cb7d"
